Session ID,Mouse ID,Date,Modality,Context,Dandiset ID,DANDI path,DANDI link,Source session S3 asset,Spike-sorted S3 asset,CCF S3 asset,Behavior S3 asset,Behavior videos S3 asset,Motion-corrected S3 asset,Annotated S3 asset,Processed S3 asset,NWB S3 asset
multiplane-ophys_837568_2026-02-17_11-50-35,837568,2026-02-17,Mesoscope,Duration,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-17-11-50-35_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-17_11-50-35/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-17_11-50-35_processed_2026-02-18_05-55-13/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-17_11-50-35_processed_2026-02-18_05-40-15/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-17_11-50-35_processed_2026-02-18_10-24-45/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-17_11-50-35_nwb_2026-04-21_01-14-05/
multiplane-ophys_837568_2026-02-19_13-22-26,837568,2026-02-19,Mesoscope,Duration,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-19-13-22-26_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-19_13-22-26/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-19_13-22-26_processed_2026-03-24_21-12-05/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-19_13-22-26_processed_2026-02-21_00-48-31/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-19_13-22-26_processed_2026-02-21_06-30-28/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-19_13-22-26_nwb_2026-04-21_00-40-09/
multiplane-ophys_837568_2026-02-20_10-35-23,837568,2026-02-20,Mesoscope,Standard oddball,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-20-10-35-23_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-20_10-35-23/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-20_10-35-23_processed_2026-03-24_21-12-05/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-20_10-35-23_processed_2026-02-21_06-27-50/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-20_10-35-23_processed_2026-02-21_11-18-14/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-20_10-35-23_nwb_2026-04-21_00-00-08/
multiplane-ophys_839909_2026-02-20_12-53-27,839909,2026-02-20,Mesoscope,Sensorimotor,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-02-20-12-53-27_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-20_12-53-27/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-20_12-53-27_processed_2026-02-21_08-00-32/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-20_12-53-27_processed_2026-02-21_07-39-53/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-20_12-53-27_processed_2026-02-21_14-17-01/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-20_12-53-27_nwb_2026-04-21_00-49-41/
multiplane-ophys_837568_2026-02-23_12-57-43,837568,2026-02-23,Mesoscope,Standard oddball,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-23-12-57-43_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-23_12-57-43/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-23_12-57-43_processed_2026-03-24_21-12-01/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-23_12-57-43_processed_2026-02-24_05-28-09/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-23_12-57-43_processed_2026-02-24_10-23-49/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-23_12-57-43_nwb_2026-04-21_00-29-53/
multiplane-ophys_837568_2026-02-24_11-35-15,837568,2026-02-24,Mesoscope,Sensorimotor,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-24-11-35-15_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-24_11-35-15/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-24_11-35-15_processed_2026-03-24_21-21-14/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-24_11-35-15_processed_2026-02-25_06-42-42/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-24_11-35-15_processed_2026-02-25_11-37-17/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-24_11-35-15_nwb_2026-04-21_00-48-11/
multiplane-ophys_837568_2026-02-26_14-00-52,837568,2026-02-26,Mesoscope,Sensorimotor,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-02-26-14-00-52_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-26_14-00-52/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-26_14-00-52_processed_2026-04-02_17-48-11/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-26_14-00-52_processed_2026-02-27_05-47-13/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-26_14-00-52_processed_2026-02-27_11-09-43/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-02-26_14-00-52_nwb_2026-04-21_00-49-59/
multiplane-ophys_839909_2026-02-26_15-11-01,839909,2026-02-26,Mesoscope,Sensorimotor,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-02-26-15-11-01_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-26_15-11-01/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-26_15-11-01_processed_2026-02-27_06-04-50/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-26_15-11-01_processed_2026-02-27_05-51-26/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-26_15-11-01_processed_2026-02-27_11-23-59/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-26_15-11-01_nwb_2026-04-21_00-56-04/
multiplane-ophys_839909_2026-02-27_14-04-04,839909,2026-02-27,Mesoscope,Standard oddball,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-02-27-14-04-04_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-27_14-04-04/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-27_14-04-04_processed_2026-04-02_17-49-21/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-27_14-04-04_processed_2026-02-28_06-05-16/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-27_14-04-04_processed_2026-02-28_11-49-27/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-02-27_14-04-04_nwb_2026-04-21_01-12-40/
multiplane-ophys_843000_2026-03-03_12-18-14,843000,2026-03-03,Mesoscope,Sequence,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-03-12-18-14_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-03_12-18-14/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-03_12-18-14_processed_2026-03-04_07-01-16/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-03_12-18-14_processed_2026-03-04_06-48-06/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-03_12-18-14_processed_2026-03-04_11-42-13/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-03_12-18-14_nwb_2026-04-21_01-11-02/
multiplane-ophys_843000_2026-03-04_13-46-36,843000,2026-03-04,Mesoscope,Sequence,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-04-13-46-36_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-04_13-46-36/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-04_13-46-36_processed_2026-03-05_06-05-41/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-04_13-46-36_processed_2026-03-05_05-46-51/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-04_13-46-36_processed_2026-03-05_10-56-20/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-04_13-46-36_nwb_2026-04-21_00-45-05/
multiplane-ophys_837568_2026-03-05_14-14-51,837568,2026-03-05,Mesoscope,Standard oddball,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-03-05-14-14-51_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-05_14-14-51/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-05_14-14-51_processed_2026-04-02_17-45-20/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-05_14-14-51_processed_2026-03-06_06-28-00/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-05_14-14-51_processed_2026-03-06_11-31-22/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-05_14-14-51_nwb_2026-04-21_00-52-05/
multiplane-ophys_839909_2026-03-05_11-45-48,839909,2026-03-05,Mesoscope,Standard oddball,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-03-05-11-45-48_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-05_11-45-48/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-05_11-45-48_processed_2026-04-02_17-47-35/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-05_11-45-48_processed_2026-03-06_06-49-32/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-05_11-45-48_processed_2026-03-06_11-41-48/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-05_11-45-48_nwb_2026-04-21_00-35-44/
multiplane-ophys_837568_2026-03-06_13-39-00,837568,2026-03-06,Mesoscope,Standard oddball,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-03-06-13-39-00_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-06_13-39-00/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-06_13-39-00_processed_2026-03-24_21-12-05/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-06_13-39-00_processed_2026-03-07_06-39-11/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-06_13-39-00_processed_2026-03-08_01-27-49/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-06_13-39-00_nwb_2026-04-21_01-13-47/
multiplane-ophys_839909_2026-03-06_11-23-27,839909,2026-03-06,Mesoscope,Sequence,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-03-06-11-23-27_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-06_11-23-27/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-06_11-23-27_processed_2026-04-02_17-47-24/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-06_11-23-27_processed_2026-03-07_06-27-06/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-06_11-23-27_processed_2026-03-07_11-32-19/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-06_11-23-27_nwb_2026-04-21_01-19-56/
multiplane-ophys_837568_2026-03-09_11-43-41,837568,2026-03-09,Mesoscope,Sensorimotor,001768,sub-837568/sub-837568_ses-multiplane-ophys-837568-2026-03-09-11-43-41_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-837568&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-09_11-43-41/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-09_11-43-41_processed_2026-03-24_22-01-50/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-09_11-43-41_processed_2026-03-10_04-34-54/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-09_11-43-41_processed_2026-04-04_00-23-10/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_837568_2026-03-09_11-43-41_nwb_2026-04-21_00-40-24/
multiplane-ophys_843000_2026-03-10_12-00-54,843000,2026-03-10,Mesoscope,Duration,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-10-12-00-54_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-10_12-00-54/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-10_12-00-54_processed_2026-04-02_17-51-05/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-10_12-00-54_processed_2026-03-11_05-36-17/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-10_12-00-54_processed_2026-03-11_10-31-58/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-10_12-00-54_nwb_2026-04-21_00-24-54/
multiplane-ophys_843000_2026-03-11_14-27-49,843000,2026-03-11,Mesoscope,Duration,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-11-14-27-49_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-11_14-27-49/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-11_14-27-49_processed_2026-04-02_17-51-25/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-11_14-27-49_processed_2026-03-12_05-34-10/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-11_14-27-49_processed_2026-03-12_10-07-16/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-11_14-27-49_nwb_2026-04-21_00-48-33/
multiplane-ophys_843001_2026-03-11_11-31-59,843001,2026-03-11,Mesoscope,Sensorimotor,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-11-11-31-59_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-11_11-31-59/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-11_11-31-59_processed_2026-04-03_01-27-59/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-11_11-31-59_processed_2026-03-12_04-39-38/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-11_11-31-59_processed_2026-03-12_09-32-15/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-11_11-31-59_nwb_2026-04-21_00-25-23/
multiplane-ophys_843001_2026-03-12_12-24-55,843001,2026-03-12,Mesoscope,Sensorimotor,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-12-12-24-55_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-12_12-24-55/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-12_12-24-55_processed_2026-04-15_23-18-18/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-12_12-24-55_processed_2026-03-13_04-31-44/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-12_12-24-55_processed_2026-08-07_12-47-44/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-12_12-24-55_nwb_2026-08-08_02-44-55/
multiplane-ophys_843000_2026-03-17_12-23-04,843000,2026-03-17,Mesoscope,Standard oddball,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-17-12-23-04_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-17_12-23-04/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-17_12-23-04_processed_2026-04-03_01-22-24/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-17_12-23-04_processed_2026-03-18_04-30-33/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-17_12-23-04_processed_2026-03-18_10-16-37/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-17_12-23-04_nwb_2026-04-21_00-38-44/
multiplane-ophys_843000_2026-03-18_14-44-34,843000,2026-03-18,Mesoscope,Standard oddball,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-18-14-44-34_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-18_14-44-34/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-18_14-44-34_processed_2026-04-03_01-22-09/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-18_14-44-34_processed_2026-03-19_04-37-21/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-18_14-44-34_processed_2026-03-19_10-35-10/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-18_14-44-34_nwb_2026-04-21_00-28-17/
multiplane-ophys_843001_2026-03-18_11-39-01,843001,2026-03-18,Mesoscope,Sensorimotor,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-18-11-39-01_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-18_11-39-01/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-18_11-39-01_processed_2026-04-03_01-22-10/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-18_11-39-01_processed_2026-03-19_06-48-38/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-18_11-39-01_processed_2026-03-19_12-26-00/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-18_11-39-01_nwb_2026-04-21_00-25-24/
multiplane-ophys_839909_2026-03-19_12-45-42,839909,2026-03-19,Mesoscope,Sequence,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-03-19-12-45-42_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-19_12-45-42/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-19_12-45-42_processed_2026-03-20_05-09-13/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-19_12-45-42_processed_2026-03-20_04-51-15/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-19_12-45-42_processed_2026-03-20_10-28-17/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-19_12-45-42_nwb_2026-04-21_01-18-39/
multiplane-ophys_843000_2026-03-19_15-05-20,843000,2026-03-19,Mesoscope,Sensorimotor,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-19-15-05-20_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-19_15-05-20/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-19_15-05-20_processed_2026-03-20_05-59-38/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-19_15-05-20_processed_2026-03-20_05-46-15/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-19_15-05-20_processed_2026-03-20_10-59-14/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-19_15-05-20_nwb_2026-04-21_00-38-13/
multiplane-ophys_843001_2026-03-19_13-01-20,843001,2026-03-19,Mesoscope,Standard oddball,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-19-13-01-20_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-19_13-01-20/,,,https://open.quiltdata.com/b/codeocean-s3datasetsbucket-1u41qdg42ur9/tree/e4d1d6ce-7879-44f5-9850-aa844393f967/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-19_13-01-20_processed_2026-03-20_06-47-32/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-19_13-01-20_processed_2026-03-20_11-55-23/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-19_13-01-20_nwb_2026-04-21_01-16-12/
multiplane-ophys_839909_2026-03-20_12-32-09,839909,2026-03-20,Mesoscope,Duration,001768,sub-839909/sub-839909_ses-multiplane-ophys-839909-2026-03-20-12-32-09_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-839909&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-20_12-32-09/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-20_12-32-09_processed_2026-04-03_01-35-09/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-20_12-32-09_processed_2026-03-21_05-13-29/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-20_12-32-09_processed_2026-03-21_10-28-45/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_839909_2026-03-20_12-32-09_nwb_2026-04-21_01-17-16/
multiplane-ophys_843000_2026-03-20_14-41-02,843000,2026-03-20,Mesoscope,Sensorimotor,001768,sub-843000/sub-843000_ses-multiplane-ophys-843000-2026-03-20-14-41-02_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843000&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-20_14-41-02/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-20_14-41-02_processed_2026-04-03_01-27-48/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-20_14-41-02_processed_2026-03-21_07-08-34/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-20_14-41-02_processed_2026-03-21_12-14-42/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843000_2026-03-20_14-41-02_nwb_2026-04-20_23-45-55/
multiplane-ophys_843001_2026-03-21_11-43-22,843001,2026-03-21,Mesoscope,Standard oddball,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-21-11-43-22_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-21_11-43-22/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-21_11-43-22_processed_2026-03-22_06-03-56/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-21_11-43-22_processed_2026-03-22_05-50-05/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-21_11-43-22_processed_2026-03-22_10-58-22/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-21_11-43-22_nwb_2026-04-21_00-39-08/
multiplane-ophys_843001_2026-03-25_12-01-30,843001,2026-03-25,Mesoscope,Standard oddball,001768,sub-843001/sub-843001_ses-multiplane-ophys-843001-2026-03-25-12-01-30_ophys.nwb,https://dandiarchive.org/dandiset/001768/draft/files?location=sub-843001&page=1,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-25_12-01-30/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-25_12-01-30_processed_2026-04-15_23-20-46/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-25_12-01-30_processed_2026-03-26_04-45-39/,,,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-25_12-01-30_processed_2026-08-07_05-21-17/,https://open.quiltdata.com/b/aind-open-data/tree/multiplane-ophys_843001_2026-03-25_12-01-30_nwb_2026-08-08_03-02-01/
